file,line,table,terminal,counted,head_only,embedded,methods
app/lib/onboarding/onboardTmc.ts,94,employees,many,false,false,false,"insert"
app/lib/onboarding/onboardTmc.ts,111,tmcs,many,false,false,false,"delete eq"
app/lib/onboarding/onboardTmc.ts,143,employees,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/onboarding/onboardTmc.ts,165,employees,many,false,false,false,"insert"
app/lib/permissions/requirePlatformAdmin.ts,30,platform_admins,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/permissions/requirePlatformAdmin.ts,59,platform_admins,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/permissions/requireTmcPermission.ts,28,employees,single,false,false,false,"select eq single"
app/lib/permissions/requireTmcPermission.ts,51,employee_permissions,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/permissions/requireTmcPermission.ts,63,employee_client_access,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/permissions/requireTmcPermission.ts,90,employee_client_access,many,false,false,false,"select eq"
app/lib/reference/harvestAirlines.ts,74,airlines,many,false,false,false,"upsert"
app/lib/reference/harvestAirlines.ts,90,airlines,many,false,false,false,"update upsert in"
app/lib/reference/harvestAirlines.ts,100,airlines,many,false,false,false,"update in"
app/lib/rule-engine/checkBookingAgainstPolicy.ts,39,employees,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/rule-engine/linkedPolicyGroups.ts,29,policy_group_band_ranks,many,false,false,false,"select in"
app/lib/rule-engine/linkedPolicyGroups.ts,68,client_policy_groups,many,false,false,false,"select eq in"
app/lib/rule-engine/linkedPolicyGroups.ts,77,policy_groups,many,false,false,false,"select in"
app/lib/rule-engine/resolveEffectivePolicy.ts,70,employees,single,false,false,false,"select eq single"
app/lib/rule-engine/resolveEffectivePolicy.ts,84,bands,maybeSingle,false,false,false,"select eq maybeSingle"
app/lib/rule-engine/resolveEffectivePolicy.ts,158,policy_rules,many,false,false,false,"select eq is order"
